candidato,votos,electo,lista,comuna,pacto,distrito,region
1. ADRIANA CAMILA AMPUERO BARRIENTOS (M),21,TRUE,INSULARES E INDEPENDIENTES (D26),CHAITEN,Del pueblo,D26,Los Lagos
2. CHRISTIAN ALEJANDRO RUIZ BAHAMONDE (H),10,FALSE,INSULARES E INDEPENDIENTES (D26),CHAITEN,Del pueblo,D26,Los Lagos
3. CLEMENTINA LEPIO MILIPICHUN (M),9,FALSE,INSULARES E INDEPENDIENTES (D26),CHAITEN,Del pueblo,D26,Los Lagos
4. DIEGO NICOLAS VALLEJOS GUZMAN (H),10,FALSE,INSULARES E INDEPENDIENTES (D26),CHAITEN,Del pueblo,D26,Los Lagos
5. NOELIA DEL CARMEN OJEDA VARGAS (M),7,FALSE,INSULARES E INDEPENDIENTES (D26),CHAITEN,Del pueblo,D26,Los Lagos
6. MIGUEL ANGEL MALDONADO CATALAN (H),10,FALSE,INSULARES E INDEPENDIENTES (D26),CHAITEN,Del pueblo,D26,Los Lagos
18. FRANCISCA MARYCARMEN ARAUNA URRUTIA (M),191,TRUE,LA LISTA DEL PUEBLO MAULE SUR (D18),CHANCO,Del pueblo,D18,Maule
19. RODRIGO ALVARO NORAMBUENA ORTEGA (H),72,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),CHANCO,Del pueblo,D18,Maule
20. PRISCILA VERONICA GONZALEZ CARRILLO (M),54,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),CHANCO,Del pueblo,D18,Maule
21. FERNANDO SALINAS MANFREDINI (H),1686,TRUE,LA LISTA DEL PUEBLO MAULE SUR (D18),CHANCO,Del pueblo,D18,Maule
22. CAMILA CONSTANZA CABALLERO RIVERA (M),89,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),CHANCO,Del pueblo,D18,Maule
1. CONSTANZA ANDREA SAN JUAN STANDEN (M),292,TRUE,ASAMBLEA CONSTITUYENTE ATACAMA,CHANARAL,Del pueblo,D4,Atacama
2. FABIAN CRISTHIAN ARMANDO RABI ORTIZ (H),46,FALSE,ASAMBLEA CONSTITUYENTE ATACAMA,CHANARAL,Del pueblo,D4,Atacama
3. MARIA PILAR TRIVI�O GONZALEZ (M),72,FALSE,ASAMBLEA CONSTITUYENTE ATACAMA,CHANARAL,Del pueblo,D4,Atacama
4. OCTAVIO SEBASTIAN ECHEVERRIA ALFARO (H),57,FALSE,ASAMBLEA CONSTITUYENTE ATACAMA,CHANARAL,Del pueblo,D4,Atacama
5. SILVIA EDITH RODRIGUEZ ROBLES (M),40,FALSE,ASAMBLEA CONSTITUYENTE ATACAMA,CHANARAL,Del pueblo,D4,Atacama
6. RAUL FERNANDO MIRANDA SILVA (H),33,FALSE,ASAMBLEA CONSTITUYENTE ATACAMA,CHANARAL,Del pueblo,D4,Atacama
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),122,TRUE,CORRIENTES INDEPENDIENTES (D16),CHEPICA,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),41,FALSE,CORRIENTES INDEPENDIENTES (D16),CHEPICA,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),78,FALSE,CORRIENTES INDEPENDIENTES (D16),CHEPICA,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),18,FALSE,CORRIENTES INDEPENDIENTES (D16),CHEPICA,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),36,FALSE,CORRIENTES INDEPENDIENTES (D16),CHEPICA,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),73,FALSE,CORRIENTES INDEPENDIENTES (D16),CHEPICA,Del pueblo,D16,OHiggins
43. ROSSANA LORETO VIDAL HERNANDEZ (M),1167,TRUE,LA LISTA DEL PUEBLO(D20),CHIGUAYANTE,Del pueblo,D20,BioBio
44. RICARDO HERNAN MAHNKE CONTRERAS (H),653,FALSE,LA LISTA DEL PUEBLO(D20),CHIGUAYANTE,Del pueblo,D20,BioBio
45. MARIA CONSUELO MOLINA RODRIGUEZ (M),284,FALSE,LA LISTA DEL PUEBLO(D20),CHIGUAYANTE,Del pueblo,D20,BioBio
46. CARLOS RODRIGO CONCHA ESCANDON (H),214,FALSE,LA LISTA DEL PUEBLO(D20),CHIGUAYANTE,Del pueblo,D20,BioBio
47. LIDIA ISABEL ESPINOZA SANHUEZA (M),371,FALSE,LA LISTA DEL PUEBLO(D20),CHIGUAYANTE,Del pueblo,D20,BioBio
48. FERNANDO ENRIQUE DAZA MARDONES (H),128,FALSE,LA LISTA DEL PUEBLO(D20),CHIGUAYANTE,Del pueblo,D20,BioBio
49. MARIA VALERIA MELGAREJO TOLEDO (M),211,FALSE,LA LISTA DEL PUEBLO(D20),CHIGUAYANTE,Del pueblo,D20,BioBio
50. MIGUEL ESTEBAN ERICES ARROYO (H),206,FALSE,LA LISTA DEL PUEBLO(D20),CHIGUAYANTE,Del pueblo,D20,BioBio
1. DEISY PAULINA AVENDA�O AVENDA�O (M),67,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",CHILE CHICO,Del pueblo,D27,Aisen
2. PATRICIO ORLANDO SEGURA ORTIZ (H),134,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",CHILE CHICO,Del pueblo,D27,Aisen
3. ILSIE BEATRIZ WOLF HERRERA (M),11,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",CHILE CHICO,Del pueblo,D27,Aisen
4. CECILIO ALIER AGUILAR GALINDO (H),33,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",CHILE CHICO,Del pueblo,D27,Aisen
5. JORGE CONTRERAS MU�OZ (H),145,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",CHILE CHICO,Del pueblo,D27,Aisen
5. MARIA CONSUELO VILLASE�OR SOTO (M),4398,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),5092,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),1127,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),1028,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),563,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),303,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN,Del pueblo,D19,BioBio
5. MARIA CONSUELO VILLASE�OR SOTO (M),612,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN VIEJO,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),813,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN VIEJO,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),172,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN VIEJO,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),120,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN VIEJO,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),111,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN VIEJO,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),48,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",CHILLAN VIEJO,Del pueblo,D19,BioBio
26. GLORIA DEL TRANSITO ALVARADO JORQUERA (M),290,TRUE,CORRIENTES INDEPENDIENTES (D16),CHIMBARONGO,Del pueblo,D16,OHiggins
27. IANCU ANDRES CORDESCU DONOSO (H),233,FALSE,CORRIENTES INDEPENDIENTES (D16),CHIMBARONGO,Del pueblo,D16,OHiggins
28. FLOR MARIA ILIC GARCIA (M),153,FALSE,CORRIENTES INDEPENDIENTES (D16),CHIMBARONGO,Del pueblo,D16,OHiggins
29. CADUDZZI OSVALDO SALAS VERA (H),36,FALSE,CORRIENTES INDEPENDIENTES (D16),CHIMBARONGO,Del pueblo,D16,OHiggins
30. KATHERINE ELIZABETH VILLIBARES VILLIBARES (M),81,FALSE,CORRIENTES INDEPENDIENTES (D16),CHIMBARONGO,Del pueblo,D16,OHiggins
31. FRANCISCO GUILLERMO VALENZUELA AVILA (H),137,FALSE,CORRIENTES INDEPENDIENTES (D16),CHIMBARONGO,Del pueblo,D16,OHiggins
1. LUZ ELIANA ALCA TURRA (M),56,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),CHOLCHOL,Del pueblo,D23,Araucania
2. HELMUTH JACOBO MARTINEZ LLANCAPAN (H),50,TRUE,ELIGE LA LISTA DEL PUEBLO (D23),CHOLCHOL,Del pueblo,D23,Araucania
3. ROSSANA ANGELICA BETANCUR ESCOBAR (M),32,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),CHOLCHOL,Del pueblo,D23,Araucania
4. ALEJANDRO MAURICIO MELLADO GATICA (H),22,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),CHOLCHOL,Del pueblo,D23,Araucania
5. MARCELA DEL CARMEN LEPILAF PILQUIMAN (M),83,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),CHOLCHOL,Del pueblo,D23,Araucania
6. MARIO JAVIER FLORES CHAVEZ (H),67,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),CHOLCHOL,Del pueblo,D23,Araucania
7. XIMENA ALARCON FUENTEALBA (M),29,FALSE,ELIGE LA LISTA DEL PUEBLO (D23),CHOLCHOL,Del pueblo,D23,Araucania
1. ADRIANA CAMILA AMPUERO BARRIENTOS (M),832,TRUE,INSULARES E INDEPENDIENTES (D26),CHONCHI,Del pueblo,D26,Los Lagos
2. CHRISTIAN ALEJANDRO RUIZ BAHAMONDE (H),131,FALSE,INSULARES E INDEPENDIENTES (D26),CHONCHI,Del pueblo,D26,Los Lagos
3. CLEMENTINA LEPIO MILIPICHUN (M),89,FALSE,INSULARES E INDEPENDIENTES (D26),CHONCHI,Del pueblo,D26,Los Lagos
4. DIEGO NICOLAS VALLEJOS GUZMAN (H),33,FALSE,INSULARES E INDEPENDIENTES (D26),CHONCHI,Del pueblo,D26,Los Lagos
5. NOELIA DEL CARMEN OJEDA VARGAS (M),27,FALSE,INSULARES E INDEPENDIENTES (D26),CHONCHI,Del pueblo,D26,Los Lagos
6. MIGUEL ANGEL MALDONADO CATALAN (H),10,FALSE,INSULARES E INDEPENDIENTES (D26),CHONCHI,Del pueblo,D26,Los Lagos
1. DEISY PAULINA AVENDA�O AVENDA�O (M),101,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",CISNES,Del pueblo,D27,Aisen
2. PATRICIO ORLANDO SEGURA ORTIZ (H),100,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",CISNES,Del pueblo,D27,Aisen
3. ILSIE BEATRIZ WOLF HERRERA (M),12,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",CISNES,Del pueblo,D27,Aisen
4. CECILIO ALIER AGUILAR GALINDO (H),66,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",CISNES,Del pueblo,D27,Aisen
5. JORGE CONTRERAS MU�OZ (H),51,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)",CISNES,Del pueblo,D27,Aisen
5. MARIA CONSUELO VILLASE�OR SOTO (M),133,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COBQUECURA,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),279,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COBQUECURA,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),50,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COBQUECURA,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),25,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COBQUECURA,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),61,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COBQUECURA,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),16,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COBQUECURA,Del pueblo,D19,BioBio
1. ADRIANA CAMILA AMPUERO BARRIENTOS (M),86,TRUE,INSULARES E INDEPENDIENTES (D26),COCHAMO,Del pueblo,D26,Los Lagos
2. CHRISTIAN ALEJANDRO RUIZ BAHAMONDE (H),14,FALSE,INSULARES E INDEPENDIENTES (D26),COCHAMO,Del pueblo,D26,Los Lagos
3. CLEMENTINA LEPIO MILIPICHUN (M),20,FALSE,INSULARES E INDEPENDIENTES (D26),COCHAMO,Del pueblo,D26,Los Lagos
4. DIEGO NICOLAS VALLEJOS GUZMAN (H),45,FALSE,INSULARES E INDEPENDIENTES (D26),COCHAMO,Del pueblo,D26,Los Lagos
5. NOELIA DEL CARMEN OJEDA VARGAS (M),10,FALSE,INSULARES E INDEPENDIENTES (D26),COCHAMO,Del pueblo,D26,Los Lagos
6. MIGUEL ANGEL MALDONADO CATALAN (H),21,FALSE,INSULARES E INDEPENDIENTES (D26),COCHAMO,Del pueblo,D26,Los Lagos
1. ADRIANA CAMILA AMPUERO BARRIENTOS (M),86,TRUE,INSULARES E INDEPENDIENTES (D26),COCHRANE,Del pueblo,D27,Aisen
2. CHRISTIAN ALEJANDRO RUIZ BAHAMONDE (H),14,FALSE,INSULARES E INDEPENDIENTES (D26),COCHRANE,Del pueblo,D27,Aisen
3. CLEMENTINA LEPIO MILIPICHUN (M),20,FALSE,INSULARES E INDEPENDIENTES (D26),COCHRANE,Del pueblo,D27,Aisen
4. DIEGO NICOLAS VALLEJOS GUZMAN (H),45,FALSE,INSULARES E INDEPENDIENTES (D26),COCHRANE,Del pueblo,D27,Aisen
5. NOELIA DEL CARMEN OJEDA VARGAS (M),10,FALSE,INSULARES E INDEPENDIENTES (D26),COCHRANE,Del pueblo,D27,Aisen
6. MIGUEL ANGEL MALDONADO CATALAN (H),21,FALSE,INSULARES E INDEPENDIENTES (D26),COCHRANE,Del pueblo,D27,Aisen
24. LORETO CRISTINA VALLEJOS DAVILA (M),593,TRUE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),CODEGUA,Del pueblo,D15,OHiggins
25. ENRIQUE EDUARDO LOPEZ MENESES (H),287,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),CODEGUA,Del pueblo,D15,OHiggins
26. YANNETT SOLANGE ORTIZ MORALES (M),146,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),CODEGUA,Del pueblo,D15,OHiggins
27. ARTURO ANGEL SALDES NU�EZ (H),110,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),CODEGUA,Del pueblo,D15,OHiggins
28. SEBASTIAN PATRICIO TOBAR VASQUEZ (H),208,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),CODEGUA,Del pueblo,D15,OHiggins
5. MARIA CONSUELO VILLASE�OR SOTO (M),689,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COELEMU,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),487,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COELEMU,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),95,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COELEMU,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),68,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COELEMU,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),101,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COELEMU,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),54,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COELEMU,Del pueblo,D19,BioBio
5. MARIA CONSUELO VILLASE�OR SOTO (M),199,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COIHUECO,Del pueblo,D19,BioBio
6. CESAR  URIBE ARAYA (H),390,TRUE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COIHUECO,Del pueblo,D19,BioBio
7. MISAELA  CORTEZ SANHUEZA (M),78,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COIHUECO,Del pueblo,D19,BioBio
8. NELSON ENRIQUE AGURTO PAVEZ (H),54,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COIHUECO,Del pueblo,D19,BioBio
9. XIMENA  PACHECO GONZALEZ (M),59,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COIHUECO,Del pueblo,D19,BioBio
10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H),39,FALSE,"FUERZA SOCIAL DE �UBLE, LA LISTA DEL PUEBLO (D19)",COIHUECO,Del pueblo,D19,BioBio
24. LORETO CRISTINA VALLEJOS DAVILA (M),347,TRUE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),COINCO,Del pueblo,D15,OHiggins
25. ENRIQUE EDUARDO LOPEZ MENESES (H),122,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),COINCO,Del pueblo,D15,OHiggins
26. YANNETT SOLANGE ORTIZ MORALES (M),39,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),COINCO,Del pueblo,D15,OHiggins
27. ARTURO ANGEL SALDES NU�EZ (H),31,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),COINCO,Del pueblo,D15,OHiggins
28. SEBASTIAN PATRICIO TOBAR VASQUEZ (H),46,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),COINCO,Del pueblo,D15,OHiggins
18. FRANCISCA MARYCARMEN ARAUNA URRUTIA (M),809,TRUE,LA LISTA DEL PUEBLO MAULE SUR (D18),COLBUN,Del pueblo,D18,Maule
19. RODRIGO ALVARO NORAMBUENA ORTEGA (H),455,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),COLBUN,Del pueblo,D18,Maule
20. PRISCILA VERONICA GONZALEZ CARRILLO (M),873,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),COLBUN,Del pueblo,D18,Maule
21. FERNANDO SALINAS MANFREDINI (H),393,TRUE,LA LISTA DEL PUEBLO MAULE SUR (D18),COLBUN,Del pueblo,D18,Maule
22. CAMILA CONSTANZA CABALLERO RIVERA (M),476,FALSE,LA LISTA DEL PUEBLO MAULE SUR (D18),COLBUN,Del pueblo,D18,Maule
46. MARIA MAGDALENA RIVERA IRIBARREN (M),885,TRUE,LA LISTA DEL PUEBLO (D8),COLINA,Del pueblo,D8,Metropolitana
47. MARCO ANTONIO ARELLANO ORTEGA (H),833,TRUE,LA LISTA DEL PUEBLO (D8),COLINA,Del pueblo,D8,Metropolitana
48. PALOMBA JAEL ALBARRACIN MORI (M),415,FALSE,LA LISTA DEL PUEBLO (D8),COLINA,Del pueblo,D8,Metropolitana
49. DANIEL TRUJILLO RIVAS (H),442,FALSE,LA LISTA DEL PUEBLO (D8),COLINA,Del pueblo,D8,Metropolitana
50. CLAUDIA SOLEDAD FIGUEROA SEPULVEDA (M),532,FALSE,LA LISTA DEL PUEBLO (D8),COLINA,Del pueblo,D8,Metropolitana
51. PABLO ANDRES CRUZ RAMIREZ (H),202,FALSE,LA LISTA DEL PUEBLO (D8),COLINA,Del pueblo,D8,Metropolitana
52. KAREN FRANCISCA ORELLANA SULLIVAN (M),567,FALSE,LA LISTA DEL PUEBLO (D8),COLINA,Del pueblo,D8,Metropolitana
53. GERARDO ANTONIO ITURRA GARCIA (H),209,FALSE,LA LISTA DEL PUEBLO (D8),COLINA,Del pueblo,D8,Metropolitana
17. ALEJANDRA DAMARIS DEPAOLI PLATTER (M),261,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),COLLIPULLI,Del pueblo,D22,Araucania
18. PABLO ANDRES TAPIA PINTO (H),242,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),COLLIPULLI,Del pueblo,D22,Araucania
19. LUZ ELIANA SANCHEZ LAGOS (M),159,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),COLLIPULLI,Del pueblo,D22,Araucania
20. OSCAR JAVIER SALAZAR ASTUDILLO (H),71,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),COLLIPULLI,Del pueblo,D22,Araucania
21. CRISTIAN ANDRES CORDOVA ARRIAGADA (H),70,FALSE,MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22),COLLIPULLI,Del pueblo,D22,Araucania
24. LORETO CRISTINA VALLEJOS DAVILA (M),297,TRUE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),COLTAUCO,Del pueblo,D15,OHiggins
25. ENRIQUE EDUARDO LOPEZ MENESES (H),103,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),COLTAUCO,Del pueblo,D15,OHiggins
26. YANNETT SOLANGE ORTIZ MORALES (M),99,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),COLTAUCO,Del pueblo,D15,OHiggins
27. ARTURO ANGEL SALDES NU�EZ (H),50,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),COLTAUCO,Del pueblo,D15,OHiggins
28. SEBASTIAN PATRICIO TOBAR VASQUEZ (H),89,FALSE,LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15),COLTAUCO,Del pueblo,D15,OHiggins
8. IVANNA DANIELA OLIVARES MIRANDA (M),228,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),COMBARBALA,Del pueblo,D5,Coquimbo
9. DANIEL ALEJANDRO BRAVO SILVA (H),157,TRUE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),COMBARBALA,Del pueblo,D5,Coquimbo
10. MARIA CONSUELO INFANTE CORREA (M),130,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),COMBARBALA,Del pueblo,D5,Coquimbo
11. DIEGO IGNACIO FIGUEROA BEECHER (H),89,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),COMBARBALA,Del pueblo,D5,Coquimbo
12. NANCY DEL CARMEN DUMAN BRITO (M),58,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),COMBARBALA,Del pueblo,D5,Coquimbo
13. ALEX EDUARDO CORTES CARVAJAL (H),68,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),COMBARBALA,Del pueblo,D5,Coquimbo
14. LEONARDO ALEJANDRO PASTEN TORRES (H),107,FALSE,LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5),COMBARBALA,Del pueblo,D5,Coquimbo
43. ROSSANA LORETO VIDAL HERNANDEZ (M),2669,TRUE,LA LISTA DEL PUEBLO(D20),CONCEPCION,Del pueblo,D20,BioBio
44. RICARDO HERNAN MAHNKE CONTRERAS (H),1719,FALSE,LA LISTA DEL PUEBLO(D20),CONCEPCION,Del pueblo,D20,BioBio
45. MARIA CONSUELO MOLINA RODRIGUEZ (M),658,FALSE,LA LISTA DEL PUEBLO(D20),CONCEPCION,Del pueblo,D20,BioBio
46. CARLOS RODRIGO CONCHA ESCANDON (H),730,FALSE,LA LISTA DEL PUEBLO(D20),CONCEPCION,Del pueblo,D20,BioBio
47. LIDIA ISABEL ESPINOZA SANHUEZA (M),383,FALSE,LA LISTA DEL PUEBLO(D20),CONCEPCION,Del pueblo,D20,BioBio
48. FERNANDO ENRIQUE DAZA MARDONES (H),364,FALSE,LA LISTA DEL PUEBLO(D20),CONCEPCION,Del pueblo,D20,BioBio
49. MARIA VALERIA MELGAREJO TOLEDO (M),463,FALSE,LA LISTA DEL PUEBLO(D20),CONCEPCION,Del pueblo,D20,BioBio
50. MIGUEL ESTEBAN ERICES ARROYO (H),489,FALSE,LA LISTA DEL PUEBLO(D20),CONCEPCION,Del pueblo,D20,BioBio
1. ALEJANDRA PIA PEREZ ESPINA (M),2373,TRUE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),CERRO NAVIA,Del pueblo,D9,Metropolitana
2. PATRICIO ALEJANDRO CACERES ESCUDERO (H),2170,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),CERRO NAVIA,Del pueblo,D9,Metropolitana
3. GLORIA SOLEDAD PINTO BECERRA (M),3884,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),CERRO NAVIA,Del pueblo,D9,Metropolitana
4. MATIAS NICOLAS ROA ROA (H),561,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),CERRO NAVIA,Del pueblo,D9,Metropolitana
5. NATALIA ESTHER HENRIQUEZ CARRE�O (M),2889,TRUE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),CERRO NAVIA,Del pueblo,D9,Metropolitana
6. MISAEL EDUARDO ARMIJO FUENTES (H),215,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),CERRO NAVIA,Del pueblo,D9,Metropolitana
7. MARLENE ELIZABETH SOTO GODOY (M),741,FALSE,LA LISTA DEL PUEBLO DISTRITO 9 (D9),CERRO NAVIA,Del pueblo,D9,Metropolitana
63. CAMILA IGNACIA ZARATE ZARATE (M),1223,TRUE,LA LISTA DEL PUEBLO  (D7),CONCON,Del pueblo,D7,Valparaiso
64. PABLO ALEJANDRO DONOSO CHRISTIE (H),447,FALSE,LA LISTA DEL PUEBLO  (D7),CONCON,Del pueblo,D7,Valparaiso
65. TANIA ISABEL MADRIAGA FLORES (M),314,TRUE,LA LISTA DEL PUEBLO  (D7),CONCON,Del pueblo,D7,Valparaiso
66. TOMAS IGNACIO LAGOMARSINO GUZMAN (H),446,FALSE,LA LISTA DEL PUEBLO  (D7),CONCON,Del pueblo,D7,Valparaiso
67. PAMELA VIVANCO MONTERO (M),218,FALSE,LA LISTA DEL PUEBLO  (D7),CONCON,Del pueblo,D7,Valparaiso
68. ISAIAS ANTONIO ROJAS PE�A (H),130,FALSE,LA LISTA DEL PUEBLO  (D7),CONCON,Del pueblo,D7,Valparaiso
69. SONIA DEL CARMEN CACERES GONZALEZ (M),108,FALSE,LA LISTA DEL PUEBLO  (D7),CONCON,Del pueblo,D7,Valparaiso
